I keep a consistent schedule.,I look sternly at the students.,I point out the children who are disruptive.,I remind the class about the rules on the wall.,I raise my voice.,I express my disappointment in the children.,I change the subject to something more intresting.,I act more enthusiastic.,I engage distracted children with questions.,I insist on silence.,I wait until the children are quiet.,I use a ritual the children know to get the children's attention.,I let the class get out of hand.,I talk about why the activity is more interesting than they think.
-0.377239489,-0.514631537,1.056351423,1.198386124,0.457352288,1.140363867,0.72315956,-0.043790292,-0.512605376,-0.592450979,0.1348022,-0.224880851,0.533699568,-0.449501632
-0.916583977,0.776482223,0.466841067,-0.816086835,0.059834313,-1.175344471,-0.670074092,-0.232804432,0.218285915,-1.173176989,-0.682535822,-0.358963194,-0.627242055,1.32364797
-0.599028792,0.558345399,0.129502017,0.424041014,-0.322954672,-0.194760374,-0.450400659,0.733651714,0.789914411,0.706587711,0.034078388,-0.355026545,-0.926256137,-0.052865748
-0.746154114,-0.605492415,0.779223959,-0.636417558,-0.912569852,0.989186687,0.842769901,0.528210733,0.648243706,-0.103865603,0.865535772,-0.314800049,1.018105577,1.116165979
0.536748084,-0.341615025,1.964544878,-1.862054818,0.55900865,0.530440916,-0.212559842,-0.235641043,-0.081950266,-0.747347359,-0.244717013,0.50892686,0.795577246,-1.702687157
1.395820624,-1.833111111,-1.096405904,0.53297818,0.356431166,-0.536440124,-0.133781707,1.387556926,-1.027985605,0.304770037,-0.023386987,1.778803481,-0.110362262,-0.580400102
-1.462001322,0.817231585,0.141477863,0.704208156,-0.446063046,1.569847665,1.656618823,-1.382646831,0.056138256,0.582929277,-0.437534045,0.127027679,0.047546874,1.262954156
0.002237274,-0.773470273,-0.268737826,0.610656592,0.378311332,-0.918458676,-0.258615786,-0.317441091,-0.369932373,0.422086887,0.270626817,1.313996535,-1.631903525,-0.262062987
-0.223392108,0.786714312,1.375804686,0.069108159,-0.419894049,0.063386147,-1.140101555,0.892453075,-1.015565712,1.092071182,-0.073529216,-0.568705101,1.544927459,-1.984916569
-0.11483367,-0.39188395,-0.594147596,-0.461131629,0.069950996,1.349337673,0.534963521,0.857006034,0.265260089,-1.041543326,1.269409906,1.228946818,0.675970013,0.392178046
-0.299107023,-1.168944325,-0.70238883,1.309085863,0.047892611,-0.618725127,0.743755032,1.003286035,0.985448055,-0.950525955,-1.057411246,-0.726093203,-1.030273911,1.661052731
-0.382223235,-0.531486814,1.476078614,-0.417623099,1.322049308,-1.267811869,-1.304318167,-0.9209416,-1.146762284,-0.763158608,-1.402358913,-0.36004221,1.487979742,-0.453365214
-0.393123062,-1.991730467,-1.300982629,-0.126915031,0.595445097,0.779857383,-0.280631388,-1.450165062,0.020547679,-1.895308087,-0.25997573,0.652686068,-0.557480531,-0.626900938
-0.040446222,1.951089421,-0.636752282,-0.435022242,1.074965505,1.044969621,-0.340856214,-1.613576678,-1.40495979,-1.690150999,-2.146810551,0.741215419,0.142540944,-0.794610287
0.416294186,0.899759668,-1.439114338,-2.072633326,1.052126678,0.045341451,0.208950773,0.381858916,1.172454744,1.47730834,-1.056071206,0.463531486,1.788418979,0.424643923
-0.165585158,-1.982329225,-0.997521457,-1.183883598,-0.420317159,0.550138748,0.706702002,1.247880266,1.785193406,0.102795383,1.142997612,-0.327272713,1.319689913,0.433135739
-1.58597522,-1.645311655,0.913751518,-0.694063166,-0.530529876,0.046999448,-1.577945759,-1.8590867,-1.639501113,0.209329524,-0.549375958,-0.115367451,-1.387086665,-2.146530958
-0.801812676,-0.17625068,-0.238097387,0.295703399,-0.330082442,0.221931328,-0.772969577,-0.081943345,-0.879766457,-0.974922959,-0.513247111,-0.038389698,-0.580239502,0.130696746
-0.497816305,-0.174170881,-1.938726264,-0.12813772,-0.363603935,1.621213828,0.981142652,0.767171837,1.679438857,-0.053848997,0.185438724,-2.104106893,2.299875673,1.72121927
0.495735686,-0.512797119,-0.751062576,1.057853954,-2.277571221,0.399035459,0.830308395,0.447350941,0.831314466,-0.6861037,2.226665958,-1.110046342,1.455351183,1.038581471
2.062713068,-0.453372951,0.74746111,1.059777076,0.528388318,1.128466892,0.337425725,-1.281892225,0.469377259,0.996854019,0.494137165,1.946580347,1.539133938,-0.109094281
-0.097481418,0.384867249,-1.776986245,-0.245822117,-1.576320456,-1.351512256,0.516755488,0.677311734,0.34027354,0.879450781,1.051856474,-0.877323966,-0.79627022,0.521972124
1.253614018,1.167326612,-1.112906659,-0.10988277,-0.693143305,0.657359405,0.901382206,-1.376586229,-0.082970784,-0.34064955,0.394273776,-0.518021845,0.752186537,0.297971657
-0.883853457,1.063962744,0.275774617,-0.464549183,1.058180902,-0.196669458,-1.126766801,-1.389412664,-0.458906379,-0.007264458,-0.834158458,-1.645189003,-0.802479054,0.490385627
0.191695141,-0.481291944,-1.148503004,0.09257624,0.27430642,0.323771904,0.143989733,1.776765679,0.589673445,1.5892276,0.907634922,0.595281655,0.166436892,1.161366007
-0.942626518,-2.034331274,-0.913596212,-0.936493197,0.016528115,-0.535550617,0.772809067,1.39922658,1.821038482,-1.509496309,1.21941303,-0.476707086,0.646926112,0.097114989
-0.386338872,1.029872841,0.441472193,-0.785141508,-1.351622352,0.933925906,-0.56415521,0.891804329,-0.072553623,2.117499352,-0.934661337,-1.362320835,-0.743909544,-0.403566067
0.42604492,0.101927924,0.286428889,0.492498793,0.642099765,-0.729000849,0.179192361,0.603207701,-0.393990916,0.082733089,0.705030622,0.301317366,0.258342499,-1.321841724
0.622078354,-0.417845823,-0.176502933,-0.159942932,0.222017364,-0.430140531,0.568178472,1.100115239,0.836604668,-0.625798486,1.051925332,1.064931331,-1.060487286,0.301682825
-0.630325429,2.062060416,-0.096590114,-0.154501195,1.102162487,-0.030942816,0.130595964,-1.300391639,-0.398777658,0.817310074,1.20569824,-0.808996737,1.077678087,0.086810727
-0.910250529,0.132385913,0.864619985,-0.398102694,-0.784233381,-1.76531359,0.579498611,0.066537696,0.643888854,0.111392025,0.546509567,0.975574187,-0.958458876,0.697177973
-0.317240206,0.883028448,1.390581406,-1.313804051,0.274209791,-0.487186007,0.327588794,0.076187094,0.274077004,0.468039741,-0.903472831,-0.301460994,-1.134034536,-0.053692456
-0.378832056,-0.857809092,-0.316098974,-0.189459486,-1.923198969,-0.520894528,-0.58555331,2.577732184,0.678691606,0.569777789,0.943535669,-0.062957637,0.881301427,-0.042302173
-1.531140027,-1.485524266,-0.734432005,-0.522818845,-0.132922922,0.440756373,-1.789723843,-0.350963312,-1.281219346,-0.93418577,0.210305654,-0.339737682,0.651583136,0.564738608
0.569964732,-0.393662558,-0.44133559,-2.186622809,-0.25581904,0.305034278,0.222529495,-1.032258245,0.087551933,-0.313793263,-0.560325462,-0.035322077,1.473043249,-0.125329183
-3.556953035,-0.136404669,0.618740461,-0.711054847,1.828243206,-0.050603452,-3.173585292,-0.888353849,-2.825228914,-1.30369076,0.204331936,-1.482604836,-0.144114555,-2.464905358
1.837711296,-0.202793261,1.032224713,1.748183407,-0.270965365,-0.44716858,0.728216065,0.494420929,1.249175836,0.678798882,1.130578051,0.503560941,0.076751192,0.134551877
1.009849576,-1.762893848,1.438734883,0.710025453,-1.339140173,-0.284706554,0.199702951,-0.983082727,0.190697249,0.43925674,-0.43951793,1.49351984,0.234167022,0.301071893
0.278112276,-0.597788788,0.65510617,0.889953166,-0.55541165,-0.174177963,1.155567696,-0.355080682,0.955917064,2.602613548,-1.403159587,2.444254779,-0.251719622,2.89248488
1.336087946,-0.754702544,0.43823997,-0.201428689,0.56038861,0.027178688,1.899943857,-0.643009253,0.509235974,0.473367169,0.239958817,0.40119275,-1.413960645,1.041833067
0.034068038,-1.75046528,-1.626265726,0.315848079,-1.28170259,0.618603595,2.67841825,-0.22946634,1.678508114,0.911378791,1.476599176,1.521161796,0.883054613,2.273374785
-1.248905279,1.776711837,-1.537815954,0.252097719,-0.977047109,-2.473032531,-1.095977816,-0.666855128,-0.344629828,-0.043321282,-1.687627369,-0.33643891,-1.890024764,0.521247689
-0.919903401,-0.788682338,-0.017824468,-0.843642914,0.016652771,-0.091495652,0.601597562,0.769358729,0.739280174,-0.457121883,-0.00839495,-0.628308574,0.054431141,0.902373963
-1.611883477,-0.880609359,-1.865110457,-1.441418591,0.756529368,0.280747096,-0.665628239,-0.518196098,-0.913929904,-0.822835004,-0.924021179,-1.379187883,0.382635883,-0.502861797
-0.939691139,0.15678526,-0.964933783,-0.912262461,0.689042997,1.70962962,-1.214170131,-0.706767039,-0.288103459,1.388169789,-0.526032856,-0.609269856,1.690390674,-0.347222684
1.054778516,-0.057539282,-0.655182462,0.106141424,-0.472514948,-0.345171974,-0.689166525,-0.124287061,-0.588824975,-0.831851955,0.738046909,-0.148982448,0.164030718,-0.085851878
-1.344421518,-0.76822029,-3.664796679,-0.588959316,0.498196454,1.44468929,0.102956296,1.345362159,1.665295941,0.159414989,0.281727978,-0.407275788,1.779249486,1.171239737
-1.38056732,0.422914838,0.562470288,-1.055822556,-0.689796127,-1.392024651,-1.926630928,0.506307036,-1.804854915,-0.62279948,1.056909509,-1.470689136,-0.471572209,-0.366776803
1.989824057,-1.524755632,1.613869948,0.681460747,-0.876056268,0.051433055,2.162874272,0.637203611,0.686044973,-0.15967134,0.292592402,1.970590793,0.109171823,-0.067351047
-1.092137272,0.195199839,0.718139798,0.044080082,1.32385776,-2.191754048,-0.138610576,-0.250370669,-0.513324983,-0.769901901,-1.553564487,0.369104845,-0.661531728,-0.65189015
-0.620183717,0.388415645,0.511588154,0.381890296,3.001526799,0.709037862,0.509092437,-0.160808241,-0.031135542,0.984710652,-0.502356428,-0.16794654,0.632631959,0.09623887
1.439229734,-0.102274496,1.531041503,-0.565839333,-1.671201096,-0.038878695,1.112489077,0.746895847,0.494037544,0.540059898,1.995563567,0.470587109,0.374242881,0.014411752
-0.845506687,-1.58E-04,0.139333727,0.201811264,1.105353083,2.329225885,-1.800289613,-1.037582361,-2.315008128,-1.055336537,-1.04670228,-0.497427113,-0.170107176,-1.692152689
0.678831508,-0.207805802,0.377334894,2.807388243,2.101131893,1.12693577,1.117558221,-0.232862462,-0.42869828,1.870275112,-0.060528727,1.961912248,1.120452792,0.529280862
-0.112373103,1.32236309,0.560474211,2.433155493,1.497601573,-1.7788795,0.411763564,-0.182721035,-1.606794762,-1.562010669,-0.902855164,0.450857876,-0.221351277,-1.273577634
-0.421881782,5.98E-04,-0.77787122,-1.711162919,-1.101267544,-1.058795458,-1.066071638,1.504822727,0.52836792,-0.929098125,1.018825488,-0.91160017,-1.051353728,0.393227935
0.59926218,-0.05547907,1.396878659,0.905037285,0.150897021,1.022474355,-0.423158286,-0.850539861,-0.86217001,0.49440327,-1.191484837,0.141847307,-0.566899393,-0.869871622
-0.049602749,-0.038387741,-0.360873734,1.553629594,-0.922716742,0.34868371,0.639354933,0.708161126,0.533899459,-0.645952117,1.000772283,0.931857261,-0.45563495,1.519906627
0.598298975,0.706576489,-1.232142394,0.805745289,-0.189247152,1.01093341,1.197369001,-0.160137451,0.986635331,-0.027809155,-0.661333444,0.466905746,-0.342944475,0.877032111
-0.314600955,1.085120311,0.360644567,0.510873905,1.005350228,0.649718685,-1.590497884,-0.552679463,-1.826190987,1.266353187,-2.122864413,-0.34230596,-1.008014161,-1.711506609
2.242144473,0.706753035,-1.232999209,0.264098737,-0.343287975,-0.891124177,0.926518249,-0.356993021,0.302996056,1.085435401,-0.03980913,0.5859501,-0.572418876,0.3973828
-0.09111368,-0.467207656,-1.174378401,0.323607431,-0.198146804,0.992398085,-1.221561483,-0.058365782,-1.425785914,0.235080437,0.474816915,0.924831647,2.031930653,-1.111903603
-0.176254375,-0.412248524,0.354862178,0.819758721,1.093520567,-1.13477689,-0.013804767,-0.544141212,-0.432671379,0.553519522,-0.026624743,-0.168349788,0.142198002,-1.272585408
1.274002497,0.67193004,0.881049357,0.671257382,0.694618514,0.478404419,-0.601158213,-0.312065297,-0.629775877,-0.057876089,0.451926424,0.946500979,-1.464092067,-1.325441328
-1.261191012,-0.162241653,-2.204208933,-0.032816665,-0.90834135,-0.334824124,1.990850626,-0.386928432,0.091151256,-0.924816563,0.074820853,-2.016189381,0.58266206,0.719328316
0.031459575,-0.304281904,-2.232885887,1.568049539,0.535934841,0.548546815,0.628013701,0.437629861,0.676391466,0.410568473,0.881825761,0.564234808,0.901922454,0.463794332
-0.674254642,-0.633780329,0.253952886,-0.156313837,0.314982212,8.94E-05,-0.274534882,0.15566023,-0.026095002,-0.517499524,-0.115340346,0.424229411,-0.312021582,-0.247103581
0.613125891,1.789527725,-0.247223697,0.881564371,0.102602538,0.430710403,-1.503633795,0.170400066,-1.163345481,0.922818722,-0.644547089,0.518104711,-1.301446827,-1.291453968
-0.049033482,-1.318582522,-0.635818024,-0.433875646,0.130223832,-0.131589203,0.036550681,0.610954432,-0.396921887,0.27066337,-0.341567832,0.349765589,-0.788400714,-0.302647275
1.194869449,0.608122023,0.256823713,1.530881079,-0.838008997,0.016640006,2.153408629,0.0952649,1.05027489,-0.21847456,0.035895321,1.08817615,-0.691747001,1.066839091
-1.302542668,2.933885342,-1.526339621,-0.407631687,-0.554388087,0.478641874,-0.60409914,1.284306554,-0.069180164,-1.061054778,-0.781541998,-1.582688876,0.700965256,-1.287243123
-0.859056017,0.552245573,-0.93362861,-0.738509813,-0.312271371,0.326203088,-1.261942873,-0.701900548,-1.051275122,-0.722699794,-0.829931578,-0.551894232,-0.302810004,-1.223055568
0.252925895,-0.695002401,0.678783572,0.632328994,1.954099545,0.067248775,0.701960123,0.008099817,-0.471724157,-0.163117858,-0.280256102,0.747007597,0.053513311,-0.122751049
1.506267312,-0.174101445,0.727321781,0.968133173,0.926878854,-0.778037898,0.975162668,-1.701759446,-0.951810562,1.703551767,-0.754506453,1.239003457,-0.275949479,-0.304856129
0.486304401,0.260491181,-1.132499588,0.768925973,-0.101771346,0.382710662,-0.114041689,0.311310915,0.387437575,0.776211972,0.528028687,2.051502415,0.648209458,0.18599059
-1.350387932,1.47609072,0.764447513,-0.719614354,2.933048881,1.102435844,-1.576635073,-0.151428844,-1.258833978,1.150256762,-2.19245496,-0.042287344,-1.951264357,-0.768639099
-0.484152499,0.612246782,1.045410919,1.724791495,1.608827746,-0.367794527,-0.135066934,-0.626326564,-1.062672271,1.766452823,-1.067855169,1.753669947,-1.492841229,-1.392644773
0.417034077,1.424786636,0.294952923,0.116579544,1.430140784,0.27925017,-1.017381292,-1.618269452,-2.262269285,0.600745861,-1.461038714,0.303087277,-0.164520616,-0.941205236
-0.192632858,-1.034273268,-1.504881718,-0.226525958,0.873859772,2.686508289,1.637361708,-0.048024499,1.02774788,-0.476342644,1.162528357,-0.087425161,0.349489179,1.603575395
-1.166377543,-0.517100004,1.070029543,-0.831275617,0.60360373,0.989298118,1.198189487,1.935420911,2.084447182,-0.594781316,1.747104803,0.257863794,1.155196811,0.702166639
-1.053965808,0.309413106,-0.188383523,-1.030349293,-0.642537944,1.683494941,1.289071088,2.306922833,1.891066241,-1.527753715,-0.469959353,0.191916631,1.098967077,1.19384892
0.966971786,-0.606297702,0.864617745,2.008344476,1.588522401,1.615150663,-0.061097766,-0.990242412,-0.980630634,0.74431497,0.0673414,-0.038797589,0.276031363,-0.80057789
-1.342327419,0.454359138,-0.729628861,-0.269058407,-0.380832242,0.073499379,0.947274896,1.687152426,1.076652289,-0.260331101,0.947325475,0.003513678,-0.241820252,0.800659212
0.529611246,1.20652589,-0.013375857,0.434750164,-0.232402365,1.180013514,-0.755978358,0.085942911,-1.255650145,-1.974987332,-0.018055615,0.839100044,1.076561093,-0.49345309
-0.789106457,-1.076093604,-2.052351783,0.583539265,0.965511684,1.049607551,0.85900204,-1.523324719,-0.195919621,0.38748312,-0.714762481,-1.542923752,-0.469603664,2.05280638
-0.568496348,-0.526601353,-0.552963166,-1.781836108,-2.157299699,0.002629046,0.206649973,-2.457052124,0.550381416,-0.470882828,1.551936587,-1.71158527,1.000512681,-0.743816107
0.98649685,-1.028973996,-0.365994521,1.14838687,-1.045609841,-1.436761644,0.28450799,-1.021906631,-0.560977827,0.169998906,-0.870660682,1.05399692,-1.457458877,0.374443744
1.875794239,-1.254689769,1.022152228,0.872712354,-0.63609225,0.277488109,1.899343169,-0.600415832,1.339113881,0.205753969,0.289267597,1.056093321,1.588544865,0.684934999
-0.089976514,-0.870503627,-1.88957488,-0.227380199,0.817751816,-0.012942732,0.254574867,0.128323484,0.176145461,-0.565731047,0.997102546,-0.096287541,-0.825367553,0.03030851
-0.880580073,-0.045748163,-2.439514251,-1.693465933,-1.271020631,1.168528456,0.546902633,-0.262998382,1.932441304,-0.706915242,1.186372321,-0.641346126,-0.05410695,1.290603224
0.747732009,2.227208551,0.825656486,0.898535017,-0.62845726,-0.446019387,-0.048692531,-0.324402569,-1.295396571,1.226542718,-0.228356674,-0.241995428,0.052536712,-1.918526339
0.272125309,1.245548178,1.838403363,-0.458271177,2.549327969,-0.199446513,-1.470179011,-3.174508876,-2.6208927,0.955446103,-1.650086468,0.751389001,-0.329146101,-1.446091753
0.436905204,0.902273339,0.330455157,-0.805526192,0.250285414,1.408452891,-1.955193687,1.597571238,-0.174600575,0.074952164,-0.546412118,-0.115726271,-0.275038892,0.542315647
0.170530878,1.575686082,-0.421963981,-1.459965581,0.697446523,-0.406527639,0.359221342,0.766697647,2.311787405,-1.442115749,0.543366981,-1.025933766,0.329736134,2.090312645
-0.359158416,1.568217688,-0.317880979,-0.214433403,0.769032398,0.527036958,-2.669313594,-0.628312723,-1.957388755,0.556394269,-0.526281414,-0.490497464,0.246188385,-1.227872799
0.856097911,-0.710809259,1.395889103,0.261264368,-0.652294199,-0.301525541,0.024206836,0.550298704,-0.685508583,1.263819911,0.757709622,0.189894506,0.479898248,0.026766179
-1.661694745,-1.217774285,1.322146883,-1.136519791,1.478298521,0.479899348,-0.688236231,1.191674657,0.766494109,-0.528535473,0.33426414,-1.287544739,-0.337607905,-0.713292068
-0.035139583,-0.770467981,-1.831878312,0.42658041,0.055057356,0.395545648,0.333119566,1.680505169,1.595029327,-0.339666946,1.49618442,0.941357876,2.850434646,0.796481896
1.280225422,0.059581383,-0.422333423,-0.074717828,-0.291934529,0.14863854,-0.595840612,1.217283391,-0.686370728,0.687721254,-0.576491247,0.05299181,-0.860609706,-1.219058294
0.22002135,-0.565832785,-1.297198732,-0.20522046,-2.417489061,-0.252102515,-0.533053871,1.196438822,-0.237486797,-1.057934682,2.512007744,-0.921883309,-0.772681802,-0.465283623
-0.071647271,1.268246672,0.179247241,-1.398204496,-0.153349796,-0.548683949,0.462766173,0.247131904,1.468792247,-0.92631179,-0.04050076,0.613436228,-0.645368874,0.714626318
0.142946884,0.745656758,0.765729121,-0.842510386,0.622491889,0.055417625,-0.972331807,0.938463168,-0.041160113,1.51817688,-1.442222438,0.619680544,-0.514566562,-0.795792217
-1.609653052,0.323843206,0.175689635,0.1754906,0.635492794,-0.643929037,-0.573931003,0.159313872,-0.38605209,0.923299118,-0.194597626,-0.157973353,-0.429030612,0.113086708
-0.328364204,1.548553288,-1.032965534,-0.069049051,0.012406739,-0.395139095,0.033827147,0.078722542,0.123704271,0.230036405,0.118711418,-0.871757944,1.251381751,0.822557277
-1.939582128,2.98354473,1.161682749,-2.83437208,1.039351232,0.015217342,-0.826625141,-0.523194305,-1.785526602,-0.735696757,-1.168451402,-1.871116208,0.377518222,-0.689674714
0.272249651,-0.101693085,0.326463153,-1.439811267,-0.074778907,0.049609621,-1.485422297,-0.770233473,-1.461168254,-1.073716597,0.952415202,-0.113901992,0.543399264,-1.506489017
-0.610288223,0.558235728,0.644064941,-0.093837079,0.436952249,1.409591372,-0.697850225,-0.393358266,-0.653309743,-0.901663844,-1.087370669,0.522027867,-1.033668095,0.655654073
-1.545052837,-0.179124045,1.153379262,0.604581702,-0.773448729,0.035722024,0.187940477,-0.059516224,0.131506474,0.673518741,-1.126993736,0.769153449,-1.060038584,0.191691646
1.936215353,0.23715236,-0.2618285,1.025412367,0.015422523,0.083511172,2.312609004,2.580673785,2.995289193,1.029431028,1.605284466,1.398269592,0.874842263,2.561467368
-0.542554396,1.365843442,-1.591527926,0.172208418,0.429562625,0.266811731,-1.71877499,0.709876391,-1.448734783,-2.462010105,-0.011547544,-0.090820316,1.570297106,0.140324888
-0.760247628,-0.103058132,0.671068522,0.662114425,-0.32010917,0.500055737,-0.993777469,0.360578406,-0.889469774,-0.378674788,0.299015108,-0.131381693,-0.058941142,-0.254031561
0.657061856,-1.081488785,-0.14974169,0.336424351,0.288087677,-0.812692786,-1.040335083,-0.150463416,-0.91068012,0.595508428,-0.080253454,-0.694064471,-0.715725677,-0.961078543
0.41456937,-0.791642522,-1.206016902,0.784755604,-0.675524272,1.268025705,0.568041745,0.263527137,0.243628255,-1.145359659,1.171907424,-0.576949915,0.502231138,-0.73951742
-1.817701866,-0.436201064,-0.869153438,-0.641301333,1.377157879,1.536440214,-1.848567222,0.659775584,-0.228699596,0.298746866,-0.627643514,-0.446737343,-1.12135501,-1.232055858
-1.673730837,1.179412075,0.005505853,-1.002781426,-0.161388467,-0.103236363,-0.841773397,0.400849582,-0.483327257,0.200392291,0.034618776,-1.965859502,0.180861357,-0.593632687
-2.724481169,1.164557296,-1.489746895,-3.69451245,-0.683928876,0.409017853,-0.285129181,0.767749881,0.74129082,-0.924728851,1.12579855,-1.322271091,0.53550826,1.923659392
-1.004314205,-0.138480212,-0.897437019,-0.066470956,-1.260850382,-0.431090441,-1.713596432,0.580863678,-0.607890099,0.580080694,1.802337952,-1.046410945,-1.460969663,-1.755686551
-0.487742589,0.202132289,0.240202265,-0.258630614,0.320286127,0.336382895,0.576755394,-1.920656871,-0.749433956,0.659490199,-0.869665214,-1.493115758,-0.413076321,0.453410384
-0.429613831,1.294427003,-0.952263903,-0.897507616,0.753788556,-0.293631887,-0.244261303,-0.415245104,-0.750893316,-0.907777397,-1.329391029,-0.90530646,0.109347307,0.558337943
-0.902840571,-0.994853119,-1.329179361,-0.733432075,-1.538134236,-0.231238249,-0.129013492,-0.116103151,0.906412897,-0.571784038,0.463667131,-1.117237572,2.131420782,1.669144351
0.801150143,0.922145079,-0.538093134,1.034441092,0.7652519,-1.488051205,0.768577616,-0.265741142,-1.08430142,1.124469337,-2.891147492,-0.662086535,-1.110812235,-1.826976024
0.499231893,2.015738004,1.052740884,1.307463803,0.752380246,-0.355884619,0.929331108,0.766969607,1.487840736,0.496995106,-1.680067217,1.019019849,-0.309536927,1.423626148
0.654113694,0.098253491,0.388607877,0.541759115,1.091437703,1.150931456,-0.375258595,-1.324476607,-0.810086872,1.883953966,-1.51309636,1.879960455,-0.873261254,0.613577694
-1.671030031,-1.203764728,0.29856422,-1.071410578,-0.017673323,-1.100834479,-1.923974282,-0.80099809,-0.019630734,0.813336205,-1.250678639,0.166609248,-0.993329157,-0.297302666
1.584810976,-1.461026312,2.305615287,0.463404888,-0.473430246,-0.821731558,1.627146441,1.878869838,1.999016057,-0.768578453,0.793501441,-0.269141801,0.796220119,0.471805797
0.641572629,-0.750075126,0.103637801,-0.481333706,-0.276281669,-1.21964812,2.151877415,-1.106031731,1.31115808,-1.429100239,1.352624054,0.292270381,-0.049038841,0.508621114
1.858095049,0.32310249,-1.094690689,0.464550259,1.724745884,0.99064951,0.992619482,0.353103672,-0.124232183,0.144937796,0.002529879,0.760102159,0.67273752,0.071454868
-0.609705884,-0.361753987,0.216474526,-1.083435246,-0.828139775,-0.747105068,-1.820645946,0.155998547,-1.174708716,-1.795253239,0.816228373,-1.225110505,0.248710312,-1.528909589
1.392885179,-0.44361654,-0.477541535,2.333353039,-1.263505487,-0.479394308,2.100067201,-0.807661539,0.863161097,-0.033266913,1.874260329,0.240627369,0.51518985,0.539078462
0.292944543,-0.750577099,1.415685437,0.649074358,-0.993437256,0.707372974,0.706062637,-0.190986763,0.263139847,0.412280428,0.332693957,1.07633315,0.202808804,0.879236301
1.432866874,0.437050457,-0.545950383,0.205011659,-0.020509745,-0.261843345,-2.041289146,-0.505967136,-1.330616616,-0.289501874,0.134268359,0.93819679,-0.651246772,-2.641008435
-0.387450705,1.203041846,0.141127073,-0.648620155,1.435878221,1.378017418,-0.539037384,-0.875164962,0.33816282,2.819401988,-0.499524217,0.507320268,-1.09408469,-0.276354114
-1.359784559,-0.16630067,-0.651817905,0.117871337,-1.121457882,-1.825157033,1.000256841,0.713512126,0.684905925,0.218686069,0.412177431,0.340645598,-0.322121522,1.964964359
0.357431094,1.891552647,1.126837911,0.122045947,0.663927902,-1.548839725,-0.558487142,-0.475499676,-1.733008803,2.334465092,-1.244579824,2.473415101,0.137492312,-0.174757578
-0.47257675,-0.863965135,-1.530736165,-0.058082597,1.410808622,0.062931531,0.246475612,1.591657012,1.451406683,-0.134738823,-0.314729673,-1.758930309,0.524231706,0.282109612
-0.98586564,-0.207548172,-1.29208412,-0.178471084,-2.526876454,-0.828794551,1.203809444,0.666970563,0.394380632,0.213289847,0.303483121,1.013838039,0.432976118,-0.433431241
0.192278337,0.551744738,-0.539505345,1.188609053,0.425818179,0.168519013,0.00821254,-0.041173686,1.008780423,-0.277013335,0.30531109,-0.566837402,0.073610494,0.738511054
0.522455683,1.024244264,-0.251266492,-0.838493335,-0.086224418,-0.468246661,0.390000097,-0.573866064,-0.470768094,-0.04931413,-0.06453486,0.494593171,-0.394949475,0.305744877
-0.068673596,2.523822033,1.435036758,0.186553666,0.170687236,0.903013387,0.959976178,-0.580376441,0.299557498,1.062829705,0.250604135,0.363149854,-0.937469993,0.815988954
-0.72766112,0.417285567,-1.470983713,0.482249357,1.768820055,-0.246646674,-0.38391263,-0.333225876,-1.402298149,-0.949305624,0.249769459,-0.770708972,0.765523686,-0.550789074
-0.483188334,0.225301288,0.462380126,-0.540886655,0.210963956,0.181957328,-2.827594996,-0.544447584,-1.829032009,0.730192506,-0.648917827,-0.564611729,-0.744038972,-2.532592308
-0.41540628,-0.340857925,1.05505864,-1.026654909,-0.327716332,0.782379672,-0.318712659,0.860690619,-0.180083863,-0.824167004,1.228266792,0.222244707,0.158165287,-0.352312329
-1.52853988,-1.087786872,-2.037441452,-1.475989164,-1.058654596,1.502006066,0.167555121,1.696926918,1.329134149,-1.016601722,0.850308849,-2.416807238,0.075603752,0.862173134
-1.24925059,0.160165914,1.040419212,-0.436839231,0.919229313,-1.430215928,-0.297180729,0.284916545,0.368283706,-0.820532435,-0.278415355,-2.209309719,-1.778727316,-1.339444831
0.083152473,0.603179713,0.651524839,0.353860689,-0.945882984,1.01039764,-0.450597426,-1.199787662,-0.840665112,-1.851839783,0.585799582,1.867432592,-0.051044451,-1.230251955
0.316986771,0.242238009,-0.170614289,1.104990496,-2.35791337,0.957863006,1.257522845,0.444038991,-0.045243684,1.079915696,0.619431621,0.79995185,0.07017648,-0.390804703
0.125123425,-0.060003006,2.387638105,0.833099691,1.33E-04,0.813864405,-0.90577221,-1.041644797,-1.72231094,-0.081417123,-0.661201178,-0.463954937,0.505641382,0.038632307
0.889510565,1.681627124,-1.130936772,-0.098550191,1.946159036,0.849968292,-0.262297499,-0.996711436,-0.676780623,-0.120167363,-0.764432225,-0.152894003,1.652823899,-0.740972624
0.340360095,1.619067981,0.093182249,0.335283661,0.579852393,-0.308081162,2.247120933,-0.486230358,1.230277212,-0.184079358,-0.799259099,1.465229129,-0.433636606,2.643042953
0.466228805,-2.362885642,0.270362568,0.069915988,-0.303676144,1.991442428,0.40530362,0.613235944,-0.370244319,0.120158725,0.301399534,-0.683999736,0.86368947,-0.641521572
0.380946837,0.41371398,-2.105627422,-1.243265876,-1.703033696,-0.178184787,-0.259694281,-0.677632257,0.127123747,1.187376064,-0.667319325,-1.004079832,-0.726286944,0.619538188
